SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1,Bitcoin,BTC,2013-04-29,147.48800659179688,134.0,134.44400024414062,144.5399932861328,0.0,1603768864.5
2,Bitcoin,BTC,2013-04-30,146.92999267578125,134.0500030517578,144.0,139.0,0.0,1542813125.0
3,Bitcoin,BTC,2013-05-01,139.88999938964844,107.72000122070312,139.0,116.98999786376952,0.0,1298954593.75
4,Bitcoin,BTC,2013-05-02,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,0.0,1168517495.25
5,Bitcoin,BTC,2013-05-03,108.12799835205078,79.0999984741211,106.25,97.75,0.0,1085995168.75
6,Bitcoin,BTC,2013-05-04,115.0,92.5,98.0999984741211,112.5,0.0,1250316562.5
7,Bitcoin,BTC,2013-05-05,118.8000030517578,107.14299774169922,112.9000015258789,115.91000366210938,0.0,1288693175.5
8,Bitcoin,BTC,2013-05-06,124.66300201416016,106.63999938964844,115.9800033569336,112.3000030517578,0.0,1249023060.0
9,Bitcoin,BTC,2013-05-07,113.44400024414062,97.6999969482422,112.25,111.5,0.0,1240593600.0
10,Bitcoin,BTC,2013-05-08,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,0.0,1264049202.15
11,Bitcoin,BTC,2013-05-09,113.45999908447266,109.26000213623048,113.1999969482422,112.66999816894533,0.0,1254535382.0
12,Bitcoin,BTC,2013-05-10,122.0,111.5510025024414,112.79900360107422,117.1999969482422,0.0,1305479080.0
13,Bitcoin,BTC,2013-05-11,118.6790008544922,113.01000213623048,117.6999969482422,115.24299621582033,0.0,1284207489.42
14,Bitcoin,BTC,2013-05-12,117.4489974975586,113.43499755859376,115.63999938964844,115.0,0.0,1281982625.0
15,Bitcoin,BTC,2013-05-13,118.6989974975586,114.5,114.81999969482422,117.9800033569336,0.0,1315710010.5
16,Bitcoin,BTC,2013-05-14,119.8000030517578,110.25,117.9800033569336,111.5,0.0,1243874487.5
17,Bitcoin,BTC,2013-05-15,115.80999755859376,103.5,111.4000015258789,114.22000122070312,0.0,1274623812.5
18,Bitcoin,BTC,2013-05-16,118.76000213623048,112.1999969482422,114.22000122070312,118.76000213623048,0.0,1325726787.0
19,Bitcoin,BTC,2013-05-17,125.3000030517578,116.5709991455078,118.20999908447266,123.01499938964844,0.0,1373723881.88
20,Bitcoin,BTC,2013-05-18,125.25,122.3000030517578,123.5,123.4980010986328,0.0,1379574545.85
21,Bitcoin,BTC,2013-05-19,124.5,119.5709991455078,123.21099853515624,121.98999786376952,0.0,1363204702.75
22,Bitcoin,BTC,2013-05-20,123.62100219726562,120.12000274658205,122.5,122.0,0.0,1363709900.0
23,Bitcoin,BTC,2013-05-21,123.0,121.20999908447266,122.0199966430664,122.87999725341795,0.0,1374013440.0
24,Bitcoin,BTC,2013-05-22,124.0009994506836,122.0,122.88999938964844,123.88899993896484,0.0,1385778992.85
25,Bitcoin,BTC,2013-05-23,126.93399810791016,123.0999984741211,123.8000030517578,126.6999969482422,0.0,1417769832.5
26,Bitcoin,BTC,2013-05-24,133.85000610351562,125.71900177001952,126.3000030517578,133.1999969482422,0.0,1491070770.0
27,Bitcoin,BTC,2013-05-25,133.218994140625,128.89999389648438,133.10000610351562,131.97999572753906,0.0,1477958233.0
28,Bitcoin,BTC,2013-05-26,136.0,130.61500549316406,131.98599243164062,133.47999572753906,0.0,1495293015.0
29,Bitcoin,BTC,2013-05-27,135.46499633789062,124.6999969482422,133.5,129.7449951171875,0.0,1454029509.62
30,Bitcoin,BTC,2013-05-28,130.5800018310547,125.5999984741211,129.77000427246094,129.0,0.0,1446189975.0
31,Bitcoin,BTC,2013-05-29,132.58999633789062,127.66200256347656,129.0,132.3000030517578,0.0,1483734577.5
32,Bitcoin,BTC,2013-05-30,132.25,127.0,132.25,128.7989959716797,0.0,1445053940.55
33,Bitcoin,BTC,2013-05-31,129.89999389648438,126.4000015258789,128.7989959716797,129.0,0.0,1447870200.0
34,Bitcoin,BTC,2013-06-01,129.77999877929688,127.1989974975586,128.81500244140625,129.3000030517578,0.0,1451916165.0
35,Bitcoin,BTC,2013-06-02,129.39999389648438,115.0500030517578,129.3000030517578,122.29199981689452,0.0,1373837499.9
36,Bitcoin,BTC,2013-06-03,122.5,116.0,122.5,122.22200012207033,0.0,1373708057.9
37,Bitcoin,BTC,2013-06-04,123.83999633789062,119.0999984741211,120.73699951171876,121.41999816894533,0.0,1365337545.0
38,Bitcoin,BTC,2013-06-05,123.46900177001952,119.89900207519533,121.4000015258789,121.6500015258789,0.0,1368486468.75
39,Bitcoin,BTC,2013-06-06,123.0999984741211,117.25,121.9000015258789,118.0,0.0,1327960200.0
40,Bitcoin,BTC,2013-06-07,119.0,106.41999816894533,118.97000122070312,111.5,0.0,1255258637.5
41,Bitcoin,BTC,2013-06-08,111.41500091552734,107.3000030517578,111.0,108.3000030517578,0.0,1219717920.0
42,Bitcoin,BTC,2013-06-09,108.98999786376952,88.5,107.89199829101562,100.0,0.0,1126642500.0
43,Bitcoin,BTC,2013-06-10,110.10099792480467,95.0019989013672,100.43699645996094,106.3499984741211,0.0,1198638945.0
44,Bitcoin,BTC,2013-06-11,109.5999984741211,104.0,106.3499984741211,108.9000015258789,0.0,1227874725.0
45,Bitcoin,BTC,2013-06-12,111.78700256347656,106.73400115966795,109.0,108.1500015258789,0.0,1219969852.5
46,Bitcoin,BTC,2013-06-13,110.3000030517578,100.52999877929688,108.7760009765625,104.0,0.0,1173637400.0
47,Bitcoin,BTC,2013-06-14,104.6999969482422,98.0,103.9489974975586,99.97889709472656,0.0,1128709292.08
48,Bitcoin,BTC,2013-06-15,103.6999969482422,98.0,100.0,99.98809814453124,0.0,1129245603.78
49,Bitcoin,BTC,2013-06-16,101.5999984741211,98.94660186767578,99.8000030517578,99.51000213623048,0.0,1124306271.75
50,Bitcoin,BTC,2013-06-17,102.20999908447266,99.0,99.9000015258789,101.6999969482422,0.0,1149418485.0
51,Bitcoin,BTC,2013-06-18,111.11100006103516,101.03299713134766,101.9499969482422,107.4000015258789,0.0,1214216070.0
52,Bitcoin,BTC,2013-06-19,110.2249984741211,105.75499725341795,107.0500030517578,108.25,0.0,1224193837.5
53,Bitcoin,BTC,2013-06-20,114.3000030517578,107.5,108.2509994506836,110.1500015258789,0.0,1246104920.0
54,Bitcoin,BTC,2013-06-21,114.98999786376952,107.68499755859376,111.29000091552734,109.5,0.0,1239214237.5
