date,price,total_volume,market_cap,coin_name
2020-11-04,0.14569963826503426,18855236.284391005,7754755.6201303415,axie-infinity
2020-11-05,0.14569963826503426,18855236.284391005,7754755.6201303415,axie-infinity
2020-11-06,0.13489262621204753,5718029.633174498,7257184.758105823,axie-infinity
2020-11-07,0.142959525828084,3529225.764326668,7678065.071288265,axie-infinity
2020-11-08,0.14199469620607735,2744359.084207642,7658840.346562262,axie-infinity
2020-11-09,0.1979336794610916,10985075.755075358,10932754.166469552,axie-infinity
2020-11-10,0.2795589009850647,15998876.144609028,15355920.490770139,axie-infinity
2020-11-11,0.26416610009638714,11326003.583571944,14025285.844607566,axie-infinity
2020-11-12,0.35156189817670414,18039021.566937912,19260788.592371378,axie-infinity
2020-11-13,0.3121605406269677,8461269.359992841,16983347.1907499,axie-infinity
2020-11-14,0.39427890543404676,10951454.496810462,22182529.210996475,axie-infinity
2020-11-15,0.5757936739725374,31222823.61540217,31089712.412041157,axie-infinity
2020-11-16,0.5998615091106866,36925902.27672871,33161583.278063927,axie-infinity
2020-11-17,0.557482358079674,24557891.8597495,30272058.49411917,axie-infinity
2020-11-18,0.5018519578578174,21243843.49407975,27556076.62423168,axie-infinity
2020-11-19,0.5175370362372926,18582037.965013012,28511567.385645706,axie-infinity
2020-11-20,0.4394062652682793,14219519.82323074,24599592.665845975,axie-infinity
2020-11-21,0.49525683808052867,18186343.9685239,27209471.805723608,axie-infinity
2020-11-22,0.46806532913570476,10902678.107055435,25706401.586060565,axie-infinity
2020-11-23,0.43455126491911095,11113270.04593065,24006924.702553984,axie-infinity
2020-11-24,0.5085986124167599,16583729.115149964,28017556.250706974,axie-infinity
2020-11-25,0.4781210755441495,10719082.208195033,25596887.09576351,axie-infinity
2020-11-26,0.41709860785125197,7283024.914744744,22956732.900801234,axie-infinity
2020-11-27,0.369096866042345,7721372.166311389,20350584.303209808,axie-infinity
2020-11-28,0.37920438538966605,5782640.84505752,20940732.039456677,axie-infinity
2020-11-29,0.4283029565904617,9602744.509460954,23626433.248585083,axie-infinity
2020-11-30,0.4754499120922897,9991290.598450875,26166280.740093168,axie-infinity
2020-12-01,0.45498734930966434,9827527.356936308,25046465.41086368,axie-infinity
2020-12-02,0.41188045294052616,6873391.402503173,22673727.008741595,axie-infinity
2020-12-03,0.4974750652931096,13658966.867703307,27521043.947496373,axie-infinity
2020-12-04,0.5120459436153283,8957752.445796711,28298377.469911125,axie-infinity
2020-12-05,0.4312290888160158,7590011.415676406,23829517.906964418,axie-infinity
2020-12-06,0.47569697458920984,6262672.522697083,26397107.76286189,axie-infinity
2020-12-07,0.4783449560601228,5511993.521012638,26419181.39496302,axie-infinity
2020-12-08,0.5633083380290629,15255326.91545458,31178503.780407775,axie-infinity
2020-12-09,0.5676553282621721,26666155.42701268,31637083.961018525,axie-infinity
2020-12-10,0.6306042080426305,21924954.447069902,34941449.64555988,axie-infinity
2020-12-11,0.564500031775874,10426786.021056056,31169886.249196794,axie-infinity
2020-12-12,0.5516925530408603,10090337.872826165,30479732.64900896,axie-infinity
2020-12-13,0.5776324074176886,9028218.690123523,32057969.794092137,axie-infinity
2020-12-14,0.6113890565154312,7848405.699378965,33708388.36010462,axie-infinity
2020-12-15,0.6384697123952443,12595711.685161084,35132877.06849104,axie-infinity
2020-12-16,0.7287119792720759,15490897.205258047,40000562.614873484,axie-infinity
2020-12-17,0.7437227412165895,23486417.048184462,41091366.800182775,axie-infinity
2020-12-18,0.7101986554312771,17347055.069059853,39193936.19694872,axie-infinity
2020-12-19,0.8234100250637517,18653250.20196577,45761552.268458314,axie-infinity
2020-12-20,0.7523176221920786,13214344.635062579,41661511.935144864,axie-infinity
2020-12-21,0.6868592181441978,9994688.676473202,37920076.77804222,axie-infinity
2020-12-22,0.6426612045023795,8475721.237970073,35578624.25986729,axie-infinity
2020-12-23,0.6580679813358634,7457602.859540824,36360173.83080157,axie-infinity
2020-12-24,0.5363796600653371,10447035.873107014,29802397.326502956,axie-infinity
2020-12-25,0.6337683627900592,12122825.187488614,34882181.2001123,axie-infinity
2020-12-26,0.6014461515926474,8296744.856311199,33824049.77166634,axie-infinity
2020-12-27,0.5795837566521463,6873352.514524342,31837931.465961657,axie-infinity
2020-12-28,0.6017392909762158,7470380.317674393,33771990.51084446,axie-infinity
2020-12-29,0.598766648214065,7034823.674218733,32988470.323910207,axie-infinity
2020-12-30,0.5616084344194562,5444560.564477616,30890686.421686355,axie-infinity
2020-12-31,0.5340728403120757,5093214.1379946275,29635567.99438172,axie-infinity
2021-01-01,0.5373077391576501,5015718.444744009,29558130.898877125,axie-infinity
2021-01-02,0.592105695097175,9190257.951188779,32833799.69534415,axie-infinity
2021-01-03,0.541559497816546,11380082.80786786,29930042.22728532,axie-infinity
2021-01-04,0.5692119124808555,6885798.811211453,31879689.25918625,axie-infinity
2021-01-05,0.5445839652679287,8053962.024981451,30093715.366545394,axie-infinity
2021-01-06,0.5584891600679033,6840438.222614551,30886278.365397755,axie-infinity
2021-01-07,0.5995439141128116,9916486.631067118,33233323.47422621,axie-infinity
2021-01-08,0.6067678552224709,16899865.630617127,33401987.362819877,axie-infinity
2021-01-09,0.5969228713225789,9955460.836377688,32786115.68458395,axie-infinity
2021-01-10,0.6099283767192976,8038202.087081859,33732406.28495111,axie-infinity
2021-01-11,0.578764848242735,8303391.698246305,32061775.245534714,axie-infinity
2021-01-12,0.4984503760218865,7289430.825846609,27609279.573805135,axie-infinity
2021-01-13,0.45175213767908945,4790387.775235834,24957517.075666834,axie-infinity
2021-01-14,0.5047511187952343,5575325.550482938,27873289.931572735,axie-infinity
2021-01-15,0.5321056538628604,5956790.234101813,29404163.753518205,axie-infinity
2021-01-16,0.5429183315096229,8216893.459932262,30021300.284690507,axie-infinity
2021-01-17,0.585160029426787,9101595.055442313,32432749.084330603,axie-infinity
2021-01-18,0.6139057614337151,8688722.219476229,33923993.678468764,axie-infinity
2021-01-19,0.6776993249941109,12060373.644837962,37391557.61985334,axie-infinity
2021-01-20,0.6329291274455058,8945735.873222845,35489744.15771682,axie-infinity
2021-01-21,0.6351433670090934,6898189.374655122,34656935.605212934,axie-infinity
2021-01-22,0.6510915655521717,18968323.90665991,36410668.336188234,axie-infinity
2021-01-23,0.63370576466943,11875549.575382007,35210614.31678926,axie-infinity
2021-01-24,0.6959927855665683,13092861.067500547,38388580.92323226,axie-infinity
